query,openalex_id,doi,title,publication_year,publication_date,type,cited_by_count,is_oa,source,source_type,authors,institutions,countries,topics,concepts,abstract
artificial intelligence archaeology,https://openalex.org/W4367679387,https://doi.org/10.21203/rs.3.rs-2858313/v1,BERT_PLPS: A BERT-based Model for Predicting Lysine Phosphoglycerylation Sites,2023,2023-05-02,preprint,3,True,Research Square,repository,Songning Lai; Yankun Cao; Pengwei Wang; Lan Ye; Zhi Liu,Second Hospital of Shandong University; Shandong Management University; Shandong University; Shandong University of Science and Technology,CN,Machine Learning in Bioinformatics; Genomics and Phylogenetic Studies; Advanced Proteomics Techniques and Applications,Lysine; Computer science; Artificial intelligence; Encoder; Random forest; Deep learning; Feature (linguistics); Machine learning; Pattern recognition (psychology); Algorithm,
artificial intelligence archaeology,https://openalex.org/W4378576178,https://doi.org/10.26451/abc.10.02.05.2023,Appropriate knowledge of wild chimpanzee behavior (‘know-what’) and field experimental protocols (‘know-how’) are essential prerequisites for testing the origins and spread of technological behavior. Response to “Unmotivated subjects cannot provide interpretable data and tasks with sensitive learning periods require appropriately aged subjects” by C. Tennie and J. Call,2023,2023-05-01,article,5,True,Animal Behavior and Cognition,journal,Kathelijne Koops; Dora Biro; Tetsuro Matsuzawa; William C. McGrew; Susana Carvalho,California Institute of Technology; Chubu Gakuin University; Gorongosa National Park; Northwest University; University of Algarve; University of Oxford; University of Rochester; University of St Andrews; University of Zurich,CH; CN; GB; JP; MZ; PT; US,Primate Behavior and Ecology; Human-Animal Interaction Studies; Animal Behavior and Welfare Studies,Captivity; Psychology; Nut; Troglodytes; Comparative cognition; Field (mathematics); Developmental psychology; Social psychology; Cognitive psychology; Ecology,"We respond to the commentary by Tennie and Call (2023) on the article by Koops et al. (2022) in Nature Human Behaviour titled ‘Field experiments find no evidence that chimpanzee nut cracking can be independently innovated.’ Koops et al. (2022) showed that chimpanzee nut cracking is not a so-called ‘latent solution.’ Chimpanzees (Pan troglodytes verus) in the Nimba Mountains (Guinea) did not crack nuts when presented with nuts and stones in ecologically valid field experiments. In their Commentary, Tennie and Call (2023) argued that the experiments were inconclusive for two reasons: 1) the chimpanzees were not motivated to treat the nuts as food, and 2) the chimpanzees were not within the appropriate ‘sensitive learning period.’ In our response, we argue that Tennie and Call (2023) incorrectly use the term ‘motivation’ to mean ‘willingness to eat the nut’, which requires existing knowledge of the edibility of the nuts. We also point out that it is unnatural and uninformative to inject nuts with honey to motivate the chimpanzees to eat them, as suggested by Tennie and Call (2023). Finally, we highlight that Koops et al. (2022) tested appropriately aged subjects (N=32 immatures). Moreover, we argue that there is no evidence to suggest that there is a strictly sensitive learning period restricted to juvenility. Finally, we emphasize the need for researchers doing experiments in captivity to visit their study species in the wild, and for field researchers to be involved in efforts to design ecologically valid experiments in captivity."
artificial intelligence archaeology,https://openalex.org/W4415931073,https://doi.org/10.3390/s25216751,"Secure and Intelligent Low-Altitude Infrastructures: Synergistic Integration of IoT Networks, AI Decision-Making and Blockchain Trust Mechanisms",2025,2025-11-04,article,5,True,Sensors,journal,Yuwen Ye; Xirun Min; Xiangwen Liu; Xiangyi Chen; Xiangyi Chen; Kefan Cao; S. M. Ruhul Kabir Howlader; Xiao Chen; Xiao Chen,Jiangsu University; Newcastle University; University of Leicester,CN; GB,UAV Applications and Optimization; Air Traffic Management and Optimization; Ethics and Social Impacts of AI,Drone; Computer science; Computer security; Blockchain; Payload (computing); Resilience (materials science); Internet of Things; Identifier; Authentication (law); Ontology,"The low-altitude economy (LAE), encompassing urban air mobility, drone logistics and sub 3000 m aerial surveillance, demands secure, intelligent infrastructures to manage increasingly complex, multi-stakeholder operations. This survey evaluates the integration of Internet of Things (IoT) networks, artificial intelligence (AI) decision-making and blockchain trust mechanisms as foundational enablers for next-generation LAE ecosystems. IoT sensor arrays deployed at ground stations, unmanned aerial vehicles (UAVs) and vertiports form a real-time data fabric that records variables from air traffic density to environmental parameters. These continuous data streams empower AI models ranging from predictive analytics and computer vision (CV) to multi-agent reinforcement learning (MARL) and large language model (LLM) reasoning to optimize flight paths, identify anomalies and coordinate swarm behaviors autonomously. In parallel, blockchain architectures furnish immutable audit trails for regulatory compliance, support secure device authentication via decentralized identifiers (DIDs) and automate contractual exchanges for services such as airspace leasing or payload delivery. By examining current research and practical deployments, this review demonstrates how the synergistic application of IoT, AI and blockchain can bolster operational efficiency, resilience and trustworthiness across the LAE landscape."
artificial intelligence archaeology,https://openalex.org/W4406845616,https://doi.org/10.3390/app15031247,Large-Area Coverage Path Planning Method Based on Vehicle–UAV Collaboration,2025,2025-01-26,article,11,True,Applied Sciences,journal,Nan Zhang; Bingbing Zhang; Qiang Zhang; Chaojun Gao; Jiahao Feng; Linkai Yue,Zhengzhou University,CN,Robotic Path Planning Algorithms; UAV Applications and Optimization; Robotics and Sensor-Based Localization,Computer science,"With the widespread application of unmanned aerial vehicles (UAV) in surveying, disaster search and rescue, agricultural spraying, war reconnaissance, and other fields, coverage path planning is one of the most important problems to be explored. In this paper, a large-area coverage path planning (CCP) method based on vehicle–UAV collaboration is proposed. The core idea of the proposed method is adopting a divide-and conquer-strategy to divide a large area into small areas, and then completing efficient coverage scanning tasks through the collaborative cooperation of vehicles and UAVs. The supply points are generated and adjusted based on the construction of regular hexagons and a Voronoi diagram, and the segmentation and adjustment of sub-areas are also achieved during this procedure. The vehicle paths are constructed based on the classical ant colony optimization algorithm, providing an efficient way to traverse all supply points within the coverage area. The classic zigzag CCP method is adopted to fill the contours of each sub-area, and the UAV paths collaborate with vehicle supply points using few switching points. The simulation experiments verify the effectiveness and feasibility of the proposed vehicle–UAV collaboration CCP method, and two comparative experiments demonstrate that the proposed method excels at large-scale CCP scenarios, and achieves a significant improvement in coverage efficiency."
artificial intelligence archaeology,https://openalex.org/W3092749187,https://doi.org/10.1155/2020/1424757,Panoramic Display and Planning Simulation of Civil Engineering Project Based on Virtual Reality Technology,2020,2020-10-17,article,6,True,Complexity,journal,Wang Zheng; Chang Liu; Bin Song,Anyang Normal University; Tsinghua University,CN,Simulation and Modeling Applications; 3D Surveying and Cultural Heritage; Augmented Reality Applications,Virtual reality; Computer science; Visualization; Debugging; Process (computing); Engineering design process; Engineering management; Systems engineering; Construction engineering; Human–computer interaction,"In the traditional civil engineering industry, only abstract theoretical concepts are applied to express complex realistic contents, but this method of information transmission is sometimes very limited for engineering participants, because its expression is not comprehensive and specific and also makes the recipients have difficulty in understanding its information. The rise and development of virtual reality (VR) technology has become a good assistant to overcome this difficulty, providing an extremely effective means for displaying and simulating civil engineering project in real time. This paper introduced the methods and principles of VR platform system and structure dynamic analysis, conducted virtual scene design and three-dimensional modeling of civil engineering project, analyzed the synthetic debugging and simulation roaming of the virtual environment, proposed the engineering model of virtual construction process and planning structure calculation, discussed the realization method of virtual project management and visualization, and finally performed the simulation and its result analysis of panoramic display and planning of civil engineering project based on VR technology. The results show that the VR technology can simulate various environments and activities of civil engineering projects in advance, analyze the rationality of various schemes, and modify their different functional parameters, so it can achieve the simulation optimization of project planning, design, and construction."
artificial intelligence archaeology,https://openalex.org/W4380992075,https://doi.org/10.3390/rs15123151,AHF: An Automatic and Universal Image Preprocessing Algorithm for Circular-Coded Targets Identification in Close-Range Photogrammetry under Complex Illumination Conditions,2023,2023-06-16,article,6,True,Remote Sensing,journal,Hang Shang; Changying Liu,Jilin University,CN,3D Surveying and Cultural Heritage; Remote Sensing and LiDAR Applications; Image Enhancement Techniques,Photogrammetry; Computer science; Preprocessor; Computer vision; Identification (biology); Artificial intelligence; Algorithm; Automation; Robustness (evolution); Engineering,"In close-range photogrammetry, circular-coded targets (CCTs) are a reliable method to solve the issue of image correspondence. Currently, the identification methods for CCTs are very mature, but complex illumination conditions are still a key factor restricting identification. This article proposes an adaptive homomorphic filtering (AHF) algorithm to solve this issue, utilizing homomorphic filtering (HF) to eliminate the influence of uneven illumination. However, HF parameters vary with different lighting types. We use a genetic algorithm (GA) to carry out global optimization and take the identification result as the objective function to realize automatic parameter adjustment. This is different from the optimization strategy of traditional adaptive image enhancement methods, so the most significant advantage of the proposed algorithm lies in its automation and universality, i.e., users only need to input photos without considering the type of lighting conditions. As a preprocessing algorithm, we conducted experiments combining advanced commercial photogrammetric software and traditional identification methods, respectively. We cast stripe- and lattice-structured light to create complex lighting conditions, including uneven lighting, dense shadow areas, and elliptical light spots. Experiments showed that our algorithm significantly improves the robustness and accuracy of CCT identification methods under complex lighting conditions. Given the perfect performance under stripe-structured light, this algorithm can provide a new idea for the fusion of close-range photogrammetry and structured light. This algorithm helps to improve the quality and accuracy of photogrammetry and even helps to improve the decision making and planning process of photogrammetry."
artificial intelligence archaeology,https://openalex.org/W4405943615,https://doi.org/10.3390/coatings15010020,Spectroscopic Techniques for Identifying Pigments in Polychrome Cultural Relics,2024,2024-12-28,article,4,True,Coatings,journal,Mihaela Liu; Zhigao Wang; Xinyou Liu,Nanjing Forestry University; Nanjing Normal University,CN,Cultural Heritage Materials Analysis; Conservation Techniques and Studies; Building materials and conservation,Polychrome; Cultural heritage; Identification (biology); Pigment; Conservation; Spectroscopy; Computer science; Visual arts; Chemistry; Environmental science,"This article explores recent advancements in non-destructive spectroscopic techniques for identifying pigments in polychrome cultural relics, emphasizing their significance for sustainability in cultural heritage preservation. Techniques such as infrared spectroscopy, Raman spectroscopy, and X-ray fluorescence spectroscopy facilitate the accurate identification of pigment compositions while ensuring the integrity of the artifacts is maintained. Our findings indicate that integrating multiple spectroscopic methods enhances the accuracy of pigment identification and deepens our understanding of the structural and preservation status of historical artifacts. We also outline future directions for spectroscopic analysis in the field of cultural heritage, including micro-area analysis, data fusion, and intelligent data processing, aimed at improving the efficiency and effectiveness of pigment identification, ultimately contributing to the sustainable preservation of cultural assets."
artificial intelligence archaeology,https://openalex.org/W3183062363,https://doi.org/10.1155/2021/9937061,Improved Deep Hashing with Scalable Interblock for Tourist Image Retrieval,2021,2021-07-14,article,2,True,Scientific Programming,journal,Jiangfan Feng; Wenzheng Sun,Chongqing University of Posts and Telecommunications,CN,Advanced Image and Video Retrieval Techniques; Video Surveillance and Tracking Methods; Image Retrieval and Classification Techniques,Hash function; Discriminative model; Computer science; Feature hashing; Image retrieval; Artificial intelligence; Scalability; Pattern recognition (psychology); Hash table; Binary code,"Tourist image retrieval has attracted increasing attention from researchers. Mainly, supervised deep hash methods have significantly boosted the retrieval performance, which takes hand-crafted features as inputs and maps the high-dimensional binary feature vector to reduce feature-searching complexity. However, their performance depends on the supervised labels, but few labeled temporal and discriminative information is available in tourist images. This paper proposes an improved deep hash to learn enhanced hash codes for tourist image retrieval. It jointly determines image representations and hash functions with deep neural networks and simultaneously enhances the discriminative capability of tourist image hash codes with refined semantics of the accompanying relationship. Furthermore, we have tuned the CNN to implement end-to-end training hash mapping, calculating the semantic distance between two samples of the obtained binary codes. Experiments on various datasets demonstrate the superiority of the proposed approach compared to state-of-the-art shallow and deep hashing techniques."
artificial intelligence archaeology,https://openalex.org/W4313647007,https://doi.org/10.3390/rs15020341,"Supervised versus Semi-Supervised Urban Functional Area Prediction: Uncertainty, Robustness and Sensitivity",2023,2023-01-06,article,4,True,Remote Sensing,journal,Rui Deng; Yanning Guan; Danlu Cai; Tao Yang; Klaus Fraedrich; Chunyan Zhang; Jiakui Tang; Zhouwei Liao; Zhishou Wei; Shan Guo,Aerospace Information Research Institute; China Three Gorges Corporation (China); Chinese Academy of Sciences; Max Planck Institute for Meteorology; Tsinghua University; University of Chinese Academy of Sciences,CN; DE,Human Mobility and Location-Based Analysis; Land Use and Ecosystem Services; Impact of Light on Environment and Health,Overfitting; Computer science; Robustness (evolution); Artificial intelligence; Random forest; Sensitivity (control systems); Perceptron; Machine learning; Test set; Training set,"To characterize a community-scale urban functional area using geo-tagged data and available land-use information, several supervised and semi-supervised models are presented and evaluated in Hong Kong for comparing their uncertainty, robustness and sensitivity. The following results are noted: (i) As the training set size grows, models’ accuracies are improved, particularly for multi-layer perceptron (MLP) or random forest (RF). The graph convolutional network (GCN) (MLP or RF) model reveals top accuracy when the proportion of training samples is less (greater) than 10% of the total number of functional areas; (ii) With a large amount of training samples, MLP shows the highest prediction accuracy and good performances in cross-validation, but less stability on same training sets; (iii) With a small amount of training samples, GCN provides viable results, by incorporating the auxiliary information provided by the proposed semantic linkages, which is meaningful in real-world predictions; (iv) When the training samples are less than 10%, one should be cautious using MLP to test the optimal epoch for obtaining the best accuracy, due to its model overfitting problem. The above insights could support efficient and scalable urban functional area mapping, even with insufficient land-use information (e.g., covering only ~20% of Beijing in the case study)."
artificial intelligence archaeology,https://openalex.org/W4285494879,https://doi.org/10.1155/2022/1615476,Membership Inference Defense in Distributed Federated Learning Based on Gradient Differential Privacy and Trust Domain Division Mechanisms,2022,2022-07-14,article,4,True,Security and Communication Networks,journal,Zhenpeng Liu; Ruilin Li; Dewei Miao; Lele Ren; Yonggang Zhao,Hebei University; Hebei University of Engineering,CN,Privacy-Preserving Technologies in Data; Adversarial Robustness in Machine Learning; Stochastic Gradient Optimization Techniques,Computer science; Inference; Differential privacy; Usability; Domain (mathematical analysis); Process (computing); Computer security; Federated learning; Adversarial system; Scheme (mathematics),"Distributed federated learning models are vulnerable to membership inference attacks (MIA) because they remember information about their training data. Through a comprehensive privacy analysis of distributed federated learning models, we design an attack model based on generative adversarial networks (GAN) and member inference attacks (MIA). Malicious participants (attackers) utilize the attack model to successfully reconstruct training sets of other regular participants without any negative impact on the global model. To solve this problem, we apply the differential privacy method to the training process of the model, which effectively reduces the accuracy of member inference attacks by clipping the gradient and adding noise to it. In addition, we manage the participants hierarchically through the method of trust domain division to alleviate the performance degradation of the model caused by differential privacy processing. Experimental results show that in distributed federated learning, our designed scheme can effectively defend against member inference attacks in white-box scenarios and maintain the usability of the global model, realizing an effective trade-off between privacy and usability."
artificial intelligence archaeology,https://openalex.org/W4220751495,https://doi.org/10.1145/3522576,Image Semantic Analysis in Visual Media Art Using Machine Learning and Neural Machine Translation,2022,2022-03-15,article,1,True,ACM Transactions on Asian and Low-Resource Language Information Processing,journal,Weiran Cao,Zhejiang University,CN,Digital Media and Visual Art; AI and Big Data Applications; Advanced Technology in Applications,Convolutional neural network; Computer science; Oracle; Deep learning; Artificial intelligence; Artificial neural network; Premise; Semantic analysis (machine learning); Machine learning; Philosophy,"The current archaeological work in China has the problems of high cost, large material consumption, more attention on human detection and long time-consuming. It is urgent to use modern high-precision detection technology for auxiliary work. This exploration will also use the semantic recognition system based on deep learning and neural network for the recognition of oracle bone inscriptions in archaeology. Therefore, combined with the concept of multimedia semantic recognition and analysis, a unified real-time target detection semantic analysis model named You Only Look Once (YOLOv2) is established based on the deep convolutional neural network under deep learning in the field of machine learning, to test the semantic analysis of oracle bone inscriptions. Moreover, Faster Region-Convolutional Neural Network (Faster R-CNN) and traditional YOLO models are selected to conduct the controlled experiments. A YOLOv2 recognition system is established based on Diffusion-Convolutional Neural Networks (DCNN) under deep learning. First, the concept and performance of DCNN are studied. Next, the basic information of oracle bone inscriptions is analyzed. A recognition system based on DCNN is established. On the premise that the three models can identify different directions of the same oracle bone inscriptions sample, the detection accuracy and detection loss value of YOLOv2 are better than those of the other two models, the detection accuracy is as high as 0.90, and the loss value is less than 0.10. Therefore, it is considered that this YOLOv2 semantic analysis model can be applied in oracle bone inscriptions and other archaeological work, which improves the work efficiency and simplifies the human work items for the domestic archaeological work. This semantic analysis model is of great help to the pattern recognition of cultural relics in archaeological work, and can help professionals analyze the meaning of patterns faster when there are massive similar oracle bone inscriptions."
artificial intelligence archaeology,https://openalex.org/W4283020442,https://doi.org/10.1155/2022/1110698,Analysis of the Effect of Video-Guided Dance Creation for Young Children,2022,2022-06-16,article,3,True,Mobile Information Systems,journal,Yanan Qin; Huang Tao; Guanzhen Tang,National University of Defense Technology; Xi’an University; Yuncheng University,CN,Advanced Technologies and Applied Computing; Applied Advanced Technologies; Technology and Human Factors in Education and Health,Dance; Quality (philosophy); Subject (documents); Computer science; Multimedia; Dance education; Teaching method; Psychology; Mathematics education; Visual arts,"Children’s dance is an important part of quality education for children, and it is also an important channel for children’s physical and mental development. Traditional children’s dance education adheres to the teaching method taught by teachers, and teachers insist on teaching progress. In order to improve the level and quality of children’s dance creation, this paper analyzes the effect of children’s dance creation under video guidance and discusses the integration strategies in children’s dance creation. Children’s dance education in the video teaching environment advocates the combination of online and offline teaching characteristics, and it is necessary to pay attention to the subjective initiative of students. At the same time, how to effectively use video teaching to improve aesthetic ability, effectively summarize online and offline resources to enhance educational efficiency, and make arrangements to strengthen the network. The quality of video-guided dance teaching is an era subject for the development of video-guided learning. Children’s dance education in the video teaching environment needs to focus on the development of teaching forms and the transformation of teaching thinking ability and guide students to strengthen their aesthetic ability in practical activities and teaching methods."
artificial intelligence archaeology,https://openalex.org/W4411899375,https://doi.org/10.3837/tiis.2025.06.007,Visual Communication Design Based on Machine Vision and Digital Media Communication Technology,2025,2025-06-30,article,2,True,KSII Transactions on Internet and Information Systems,journal,Jiadan You; Xuan Lu,Jingdezhen Ceramic Institute,CN,Digital Media and Visual Art,Computer science; Visual communication; Communication design; Machine vision; Human–computer interaction; Multimedia; Computer vision; Artificial intelligence,"Visual communication design (VCD) originates from the masses and is closely related to the masses' lives.The traditional VCD has some problems such as simplification and statism, which cannot meet the personalized design needs of users at different levels.To improve the effect of VCD and enhance the interaction between design efficiency and design results, this paper combined machine vision and digital media communication technology to conduct indepth research on VCD.This paper first used the K-nearest neighbor (KNN) algorithm and support vector machine (SVM) to design the recognition module classifier.It identified and classified the collected design element information, and then combined the perspective transformation method to process the collected graphic design elements visually.Finally, the digital media communication module improved the coding efficiency of design elements such as graphics and the interactivity and quality of VCD.To verify the effectiveness of the method proposed in this paper, it was evaluated from four aspects: information transmission level, visual comfort, interactive experience, and efficiency.The results showed that at the interactive experience level, the average interactive experience scores of the VCD achievements in the two-way, complex and personalized levels were about 86.10 points, 85.01 points, and 83.84 points respectively.The research results of this paper showed that VCD based on machine vision and digital media communication technology can effectively meet different design needs and help to improve the quality of visual communication."
artificial intelligence archaeology,https://openalex.org/W4283825163,https://doi.org/10.3390/ijerph19148234,A Bibliometric Analysis of Leprosy during 2000–2021 from Web of Science Database,2022,2022-07-06,article,5,True,International Journal of Environmental Research and Public Health,journal,Xiang Li; Jing Yang; Lianhua Zhang; Guangjie Jin; Xu Li; Fujin Fang; Yunhui Li; Pingmin Wei,Jiangsu Provincial Center for Disease Control and Prevention; Southeast University,CN,Leprosy Research and Treatment; Mycobacterium research and diagnosis; Infectious Diseases and Tuberculosis,Leprosy; Bibliometrics; Tropical medicine; Science Citation Index; Public health; Medicine; Family medicine; Library science; Geography; Citation,"In recent years, after the essential elimination of leprosy (the prevalence of which is <1/100,000), the trends, research hotpots, and frontiers of leprosy research are not clear. This study provides a detailed overview of leprosy in terms of papers, journal, language, year, citations, h-index, author keywords, institution, and country through bibliometrics. The results are as follows: (1) The publication rate has increased in recent years, and 8892 papers were obtained. Most of the publications are in English, and the subject categories are mainly focused on “Dermatology.” The “leprosy review” published the most significant number of papers on leprosy, followed by “Plos Neglected Tropical Disease” and “International Journal of Leprosy and Other Mycobacterial Diseases.” (2) Leprosy-related research was contributed to by 24,672 authors, and the ten authors with the most significant number of publications were identified. (3) The University of London (including the London School of Hygiene and Tropical Medicine) has the highest h-index, and Fundacao Oswaldo Cruz is the most productive institution. (4) Brazil, India, the United States, the United Kingdom, and the Netherlands are the most productive countries, and the collaborative network reveals that they have established close cooperation with other countries. France has the highest average number of citations. (5) The keyword co-occurrence network identifies five highly relevant clusters representing topical issues in leprosy research (public health, leprosy vaccine, immune mechanisms, treatment, and genomics research). Overall, these results provide valuable insights for scholars, research institutions, and policymakers to better understand developments in the field of leprosy."
artificial intelligence archaeology,https://openalex.org/W4409361722,https://doi.org/10.1609/aaai.v39i26.34939,MIA-Tuner: Adapting Large Language Models as Pre-training Text Detector,2025,2025-04-11,article,3,True,Proceedings of the AAAI Conference on Artificial Intelligence,conference,Wenjie Fu; Huandong Wang; Chen Gao; Guanghua Liu; Yong Li; Tao Jiang,Huazhong University of Science and Technology; Tsinghua University,CN,Topic Modeling; Natural Language Processing Techniques,Tuner; Training (meteorology); Computer science; Detector; Natural language processing; Language model; Linguistics; Artificial intelligence; Psychology; Physics,"The increasing parameters and expansive dataset of large lan- guage models (LLMs) highlight the urgent demand for a technical solution to audit the underlying privacy risks and copyright issues associated with LLMs. Existing studies have partially addressed this need through an exploration of the pre-training data detection problem, which is an instance of a membership inference attack (MIA). This problem involves determining whether a given piece of text has been used during the pre-training phase of the target LLM. Although existing methods have designed various sophisticated MIA score functions to achieve considerable detection performance in pre-trained LLMs, how to achieve high-confidence detection and how to perform MIA on aligned LLMs remain challenging. In this paper, we propose MIA-Tuner, a novel instruction-based MIA method, which instructs LLMs themselves to serve as a more precise pre-training data detector internally, rather than design an external MIA score function. Furthermore, we design two instruction-based safeguards to respectively mitigate the privacy risks brought by the existing methods and MIA-Tuner. To comprehensively evaluate the most recent state-of-the-art LLMs, we collect a more up-to-date MIA benchmark dataset, named WIKIMIA-24, to replace the widely adopted benchmark WIKIMIA. We conduct extensive experiments across various aligned and unaligned LLMs over the two benchmark datasets. The results demonstrate that MIA-Tuner increases the AUC of MIAs from 0.7 to a significantly high level of 0.9."
artificial intelligence archaeology,https://openalex.org/W4200313481,https://doi.org/10.1186/s40494-021-00630-0,Space Technologies for Sustainable Heritage: 10th anniversary of HIST,2021,2021-12-07,editorial,2,True,Heritage Science,journal,Fulong Chen; Xinyuan Wang; Jie Liu; Shaobo Liu,International Centre on Space Technologies for Natural and Cultural Heritage,CN,Archaeological Research and Protection; Space exploration and regulation; Cultural Heritage Management and Preservation,Space (punctuation); Architectural engineering; Environmental ethics; Astrobiology; Engineering; Computer science; Biology; Philosophy; Operating system,
artificial intelligence archaeology,https://openalex.org/W4404376790,https://doi.org/10.3390/s24227268,Advances in LiDAR Hardware Technology: Focus on Elastic LiDAR for Solid Target Scanning,2024,2024-11-14,review,6,True,Sensors,journal,Wentao Li; Tianyun Shi; Rui Wang; Jingjie Yang; Zhen Ma; Wanpeng Zhang; Huijin Fu; Pengyue Guo,China Academy of Railway Sciences,CN,Advanced Optical Sensing Technologies; CCD and CMOS Imaging Sensors; Integrated Circuits and Semiconductor Failure Analysis,Lidar; Focus (optics); Remote sensing; Computer science; Engineering; Computer hardware; Geology; Optics; Physics,"This paper explores the development of elastic LiDAR technology, focusing specifically on key components relevant to solid target scanning applications. By analyzing its fundamentals and working mechanisms, the advantages of elastic LiDAR for precise measurement and environmental sensing are demonstrated. This paper emphasizes innovative advances in emitters and scanning systems, and examines the impact of optical design on performance and cost. Various ranging methods are discussed. Practical application cases of elastic LiDAR are presented, and future trends and challenges are explored. The purpose of this paper is to provide a comprehensive perspective on the technical details of elastic LiDAR, the current state of application, and future directions. All instances of ""LiDAR"" in this paper specifically refer to elastic LiDAR."
artificial intelligence archaeology,https://openalex.org/W4393104556,https://doi.org/10.1109/jstars.2024.3379522,Detecting and Mapping Individual Fruit Trees in Complex Natural Environments via UAV Remote Sensing and Optimized YOLOv5,2024,2024-01-01,article,8,True,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,journal,Xiong Yong; Xiaofeng Zeng; Weiqian Lai; Jiawen Liao; Yankui Chen; Mingyong Zhu; Ke-Kun Huang,Jiaying University,CN,Remote Sensing in Agriculture,Computer science; Remote sensing; Natural (archaeology); Geology; Paleontology,"The location and number of individual fruit trees (IFTs) are critical for investigations on planting areas, fruit yield predictions, and smart orchard planning and management. These data are conventionally obtained through manual and statistical investigations that require long, laborious, and costly efforts. Object detection models of deep learning could provide an opportunity to detect IFTs accurately, which is essential for rapidly obtaining these data and reducing human operation errors. This study proposed an approach for detecting IFTs and mapping their spatial distributions by integrating deep learning with unmanned aerial vehicle (UAV) remote sensing. UAV remote sensing was used to collect high-resolution images of fruit trees in pomelo orchards in Meizhou, South China. Based on these images, a new individual pomelo tree image sample (IPTIS) dataset was created through manual interpretation and field investigation. The evaluation results revealed that YOLOv5s was the best model among the five YOLOv5 models (i.e., YOLOv5n, YOLOv5s, YOLOv5m, YOLOv5l, and YOLOv5x, whose layers, parameters, and floating-point operations all increased with the depth and width of layers.) of different scales considered for optimization. Moreover, the coordinate attention (CA)-optimized YOLOv5 model (YOLOv5s-CA) is the best model (named FruitNet) with the best overall accuracy for detecting IPTs among all seven attention-optimized YOLOv5 models and other state-of-the-art object detection models, such as Faster R-CNN and YOLOv8s. The IPTs in the study areas were detected using FruitNet, their number and planting area were counted, and their spatial distributions were mapped based on the predicted results of the IPTs. This study suggested that our proposed approach could provide key data and technical support for smart orchard management."
artificial intelligence archaeology,https://openalex.org/W4398176017,https://doi.org/10.1111/tgis.13188,Accurate calculation method of terrain viewshed for wireless signal as line of sight,2024,2024-05-20,article,4,True,Transactions in GIS,journal,Yiwen Wang; Wanfeng Dou,Jiangsu Center for Collaborative Innovation in Geographical Information Resource Development and Application; Nanjing Normal University,CN,Indoor and Outdoor Localization Technologies; Geographic Information Systems Studies,Viewshed analysis; Terrain; Line-of-sight; Remote sensing; Line (geometry); Non-line-of-sight propagation; Wireless; Geography; Computer science; SIGNAL (programming language),"Abstract Viewshed analysis is an important research content of digital terrain analysis. The terrain viewshed refers to the range that can be seen at the current position, which varies with the nature of the observer. When the observer is a wireless signal tower, it is the communication viewshed, which refers to the area consisted of grid cells where the receiving antennas can receive the signals from a transmitting antenna set up on a grid cell of terrain. The core of base station location problem includes two aspects: combinatorial optimization and the calculation of the coverage rate of signal. The calculation of communication viewshed is an important research content for determining signal coverage range. In this article, we propose an accurate communication viewshed computation algorithm for wireless signal (CVCWS) using the projection curve of 3D Fresnel zone analysis based on DEM. The CVCWS method can calculate the signal reception quality at different locations more precisely. Besides, a signal attenuation model is proposed to compute the theoretical attenuation value according to the signal receiving quality index. The proposed algorithm is compared with the existing DEM‐based communication viewshed algorithms, and the theoretical attenuation values are compared with the measured values. The experimental results show that the theoretical values gained by the CVCWS algorithm are close to the measured values, indicating high accuracy of the CVCWS algorithm. The proposed method can provide theoretical support for communication tower location planning and other related applications."
artificial intelligence archaeology,https://openalex.org/W4386441000,https://doi.org/10.3389/fnins.2023.1256194,Realizing consumers’ existential dreams via product marketing and mixed reality: a perspective based on affective neuroscience theories,2023,2023-09-05,article,3,True,Frontiers in Neuroscience,journal,Bin Yin; Yanbin Jiang; Jian Chen,Fujian Normal University,CN,Death Anxiety and Social Exclusion; Media Influence and Health; Virtual Reality Applications and Impacts,Existentialism; Perspective (graphical); Blueprint; Consumer neuroscience; Product (mathematics); Neuromarketing; Psychology; Prosperity; Immersive technology; Consumerism,"In an era of swift societal changes and escalating consumerism, this paper presents an exploration of an innovative approach that integrates product marketing strategies, mixed reality (MR) technology, and affective neuroscience theories to actualize consumers' existential dreams. MR, with its unique capacity to blend the virtual and real worlds, can enhance the consumer experience by creating immersive, personalized environments that resonate with consumers' existential aspirations. Insights from affective neuroscience, specifically the brain's processing of emotions, guide the development of emotionally engaging marketing strategies, which strengthen the connection between consumers, products, and brands. These integrated strategies not only present a novel blueprint for companies to deepen consumer engagement but also promise more fulfilling and meaningful consumer experiences. Moreover, this approach contributes to societal well-being and prosperity, marking a significant stride in the field of marketing."
